purchase_order_id,po_item,material_id,material_desc,category,supplier_id,supplier_name,supplier_country,incoterm,currency,price_per_unit,quantity,unit,plant,order_date,promised_date,delivery_date,projected_usd_per_kg,fx_pen_per_usd_at_order,qty_kg,unit_cost_usd_per_kg,total_cost_usd,lead_time_plan_days,lead_time_actual_days,cost_deviation_pct_vs_projection,supplier_type,supplier_country_code,supplier_country_risk_score,supplier_country_risk_band
45020250010,10,MAT009,Cartón Corrugado,Empaques,SUP005,La Mancha Mills,España,CIF,USD,1351.8041,14.988748777479213,TM,BOL01,2025-08-03,2025-08-19,2025-08-17,1.4538290180429083,3.674,14988.748777479213,1.3518041,20261.85205126639,16,14,-7.017669669315755,Internacional,ESP,20,Muy Bajo
45020250011,10,MAT005,Harina de Trigo 000,Cereales,SUP012,Andes Packaging,Perú,DAP,PEN,6405.01,20.45329968044066,TM,ECU01,2025-05-17,2025-06-28,2025-06-28,1.80266021934831,3.597,20453.29968044066,1.7806533222129552,36420.23602619384,42,42,-1.220801174794354,Local,PER,45,Medio
45020250012,10,MAT004,Detergente Base LABSA,Químicos,SUP002,Pacífico Trading,Perú,FOB,PEN,5.77,17765.383935126225,KG,ARE01,2025-03-26,2025-04-12,2025-04-16,1.3122283996687574,3.992,17765.383935126225,1.4453907815631262,25677.9221707611,17,21,10.147805208908958,Local,PER,45,Medio
45020250013,10,MAT009,Cartón Corrugado,Empaques,SUP010,Litoral Químicos,Perú,FOB,USD,1.6889,19597.118383234927,KG,ARE01,2025-06-28,2025-08-05,2025-08-10,1.6304251131842398,3.852,19597.118383234927,1.6889,33097.57323744547,38,43,3.586480994613616,Local,PER,45,Medio
45020250014,10,MAT011,Leche en Polvo,Lácteos,SUP012,Andes Packaging,Perú,FOB,USD,1.409,23533.838202094867,KG,LIM01,2025-03-25,2025-04-16,2025-04-19,1.304051169080672,3.951,23533.838202094867,1.409,33159.178026751666,22,25,8.047907429377538,Local,PER,45,Medio
45020250015,10,MAT006,Azúcar Refinada,Endulzantes,SUP014,Baltic Grain,Lituania,DAP,PEN,6.2,15054.914462912006,KG,LIM01,2025-01-11,2025-02-12,2025-02-16,1.6089985044419286,3.651,15054.914462912006,1.6981648863325118,25565.727107656654,32,36,5.541731806737139,Internacional,LTU,22,Bajo
45020250016,10,MAT009,Cartón Corrugado,Empaques,SUP004,Granary Global,Estados Unidos,DAP,USD,951.3016,13.93101569075022,TM,ARE01,2025-03-09,2025-04-11,2025-04-18,0.7998803270664548,4.014,13931.01569075022,0.9513016,13252.59751623579,33,40,18.930490950925076,Internacional,USA,15,Muy Bajo
45020250017,10,MAT007,Sal Industrial,Minerales,SUP013,Caspian Traders,Turquía,DAP,USD,1.4382,13142.911319589657,KG,ARE01,2025-08-10,2025-08-30,2025-08-27,1.5205879824479338,3.717,13142.911319589657,1.4382,18902.135059833843,20,17,-5.418166090942055,Internacional,TUR,60,Medio
45020250018,10,MAT007,Sal Industrial,Minerales,SUP006,Altai Oils,Kazajistán,FOB,USD,1332.3892,15.727574026677976,TM,ECU01,2025-01-23,2025-02-14,2025-02-22,1.2062579908214555,3.746,15727.574026677976,1.3323892000000002,20955.24977534625,22,30,10.456404031168324,Internacional,KAZ,55,Medio
45020250019,10,MAT007,Sal Industrial,Minerales,SUP001,AgroAndes SAC,Perú,CIF,USD,1.4754,18072.200614462374,KG,CHI01,2025-07-18,2025-08-12,2025-08-10,1.4078095820167869,3.702,18072.200614462374,1.4754,26663.724786577786,25,23,4.801105124343956,Local,PER,45,Medio
45020250020,10,MAT009,Cartón Corrugado,Empaques,SUP004,Granary Global,Estados Unidos,CIF,PEN,4.17,14772.209366227296,KG,ECU01,2025-08-04,2025-09-05,2025-09-08,1.1282216097962054,3.815,14772.209366227296,1.09305373525557,16146.818625732063,32,35,-3.1171069792740367,Internacional,USA,15,Muy Bajo
45020250021,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP005,La Mancha Mills,España,FOB,PEN,3.17,17498.94052147899,KG,ARE01,2025-04-28,2025-06-04,2025-06-04,0.8302223930940706,3.864,17498.94052147899,0.8203933747412009,14356.014868811699,37,37,-1.1839018598666071,Internacional,ESP,20,Muy Bajo
45020250022,10,MAT011,Leche en Polvo,Lácteos,SUP001,AgroAndes SAC,Perú,CIF,USD,0.7861,13099.80968903902,KG,BOL01,2025-05-17,2025-06-11,2025-06-12,0.725198414359689,4.005,13099.80968903902,0.7861,10297.760396553575,25,26,8.39792040831802,Local,PER,45,Medio
45020250023,10,MAT007,Sal Industrial,Minerales,SUP003,Rio Plata Commodities,Argentina,DAP,USD,1429.0634,16.794782203257355,TM,ECU01,2025-07-19,2025-08-16,2025-08-23,1.2615145346442789,3.846,16794.782203257357,1.4290634,24000.808557646447,28,35,13.281564401710714,Internacional,ARG,68,Alto
45020250024,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP015,Andina Ingredientes,Perú,DAP,USD,1113.793,16.00672426607461,TM,ARE01,2025-05-31,2025-07-12,2025-07-20,1.3598790360728572,3.897,16006.724266074609,1.1137929999999998,17828.177440484033,42,50,-18.096171022940382,Local,PER,45,Medio
45020250025,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP005,La Mancha Mills,España,CIF,PEN,6321.56,18.199680829003956,TM,CHI01,2025-05-28,2025-06-29,2025-06-29,1.618353270360439,3.836,18199.680829003955,1.6479562043795624,29992.276939884847,32,32,1.8292009885165634,Internacional,ESP,20,Muy Bajo
45020250026,10,MAT005,Harina de Trigo 000,Cereales,SUP004,Granary Global,Estados Unidos,CFR,USD,1.7816,10181.124063828058,KG,ARE01,2025-06-30,2025-07-26,2025-07-25,1.5665761392923414,3.639,10181.124063828058,1.7816,18138.690632116068,26,25,13.725720398421867,Internacional,USA,15,Muy Bajo
45020250027,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP001,AgroAndes SAC,Perú,FOB,USD,1396.3891,14.565200121969895,TM,BOL01,2025-04-21,2025-05-25,2025-05-31,1.3349521436226077,4.024,14565.200121969894,1.3963891000000002,20338.686689637434,34,40,4.602184180975458,Local,PER,45,Medio
45020250028,10,MAT002,Trigo Duro,Cereales,SUP009,Carioca Foods,Brasil,CIF,USD,1.2889,16547.064198799624,KG,ARE01,2025-08-02,2025-09-11,2025-09-12,1.4060460681173832,3.83,16547.064198799624,1.2889,21327.511045832834,40,41,-8.33159529930874,Internacional,BRA,40,Bajo
45020250029,10,MAT002,Trigo Duro,Cereales,SUP007,Danube Agro,Rumanía,FOB,USD,0.7782,18564.987126725497,KG,BOL01,2025-07-08,2025-07-21,2025-07-23,0.8479535471971147,3.796,18564.987126725497,0.7782,14447.272982017781,13,15,-8.226104770442081,Internacional,ROU,30,Bajo
45020250030,10,MAT011,Leche en Polvo,Lácteos,SUP007,Danube Agro,Rumanía,CIF,PEN,4960.54,20.191449644919096,TM,BOL01,2025-02-23,2025-03-16,2025-03-18,1.1140542989118192,3.902,20191.449644919096,1.2712813941568426,25669.01425464043,21,23,14.113054938040182,Internacional,ROU,30,Bajo
45020250031,10,MAT012,Polipropileno (PP),Empaques,SUP011,Pacifica Oils,Ecuador,DAP,PEN,3.53,20894.772892958244,KG,CHI01,2025-05-26,2025-07-06,2025-07-08,1.0256267572863345,3.822,20894.772892958244,0.9236002093144949,19298.41661751507,41,43,-9.947726816506577,Internacional,ECU,52,Medio
45020250032,10,MAT011,Leche en Polvo,Lácteos,SUP003,Rio Plata Commodities,Argentina,FOB,PEN,5070.33,6.659827000554516,TM,CHI01,2025-06-06,2025-06-15,2025-06-21,1.4559302317609482,3.706,6659.827000554516,1.3681408526713439,9111.581391182295,9,15,-6.029779255522635,Internacional,ARG,68,Alto
45020250033,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP001,AgroAndes SAC,Perú,CIF,USD,1.3642,11605.103428240089,KG,BOL01,2025-05-29,2025-06-23,2025-06-26,1.2481081758422123,3.757,11605.103428240089,1.3642,15831.68209680513,25,28,9.301423258400659,Local,PER,45,Medio
45020250034,10,MAT005,Harina de Trigo 000,Cereales,SUP009,Carioca Foods,Brasil,CIF,USD,1668.8992,11.584540992074126,TM,ARE01,2025-06-29,2025-08-03,2025-07-31,1.6343393879744506,3.688,11584.540992074126,1.6688992,19333.431194039717,35,32,2.1146043642980317,Internacional,BRA,40,Bajo
45020250035,10,MAT005,Harina de Trigo 000,Cereales,SUP006,Altai Oils,Kazajistán,FOB,PEN,5838.59,21.765367887710298,TM,ARE01,2025-03-30,2025-05-01,2025-05-01,1.6165507049064205,3.933,21765.367887710298,1.484513094330028,32310.97363221624,32,32,-8.167860752876042,Internacional,KAZ,55,Medio
45020250036,10,MAT009,Cartón Corrugado,Empaques,SUP011,Pacifica Oils,Ecuador,CFR,USD,1.394,14721.574736750028,KG,CHI01,2025-05-06,2025-06-01,2025-05-31,1.2513307151129252,3.98,14721.574736750028,1.394,20521.875183029537,26,25,11.401405173227902,Internacional,ECU,52,Medio
45020250037,10,MAT002,Trigo Duro,Cereales,SUP002,Pacífico Trading,Perú,CFR,PEN,4.84,13930.234280695942,KG,BOL01,2025-09-02,2025-09-29,2025-09-26,1.4160730755139088,3.629,13930.234280695942,1.3337007440066133,18578.763824350608,27,24,-5.816954854353237,Local,PER,45,Medio
45020250038,10,MAT004,Detergente Base LABSA,Químicos,SUP010,Litoral Químicos,Perú,DAP,PEN,6.39,10215.816435601766,KG,CHI01,2025-01-07,2025-01-28,2025-02-03,1.6117646740077756,4.028,10215.816435601766,1.586395233366435,16206.322498385127,21,27,-1.5740164212842225,Local,PER,45,Medio
45020250039,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP005,La Mancha Mills,España,FOB,PEN,5690.41,16.456026005657467,TM,LIM01,2025-07-29,2025-08-18,2025-08-17,1.8481691807545604,3.443,16456.026005657466,1.6527476038338658,27197.657549478157,20,19,-10.573792646023291,Internacional,ESP,20,Muy Bajo
45020250040,10,MAT006,Azúcar Refinada,Endulzantes,SUP001,AgroAndes SAC,Perú,DAP,USD,1133.1128,14.896468179468831,TM,ARE01,2025-01-08,2025-02-16,2025-02-25,1.1035204473871039,3.737,14896.468179468831,1.1331128000000001,16879.37876894883,39,48,2.681631562239243,Local,PER,45,Medio
45020250041,10,MAT012,Polipropileno (PP),Empaques,SUP009,Carioca Foods,Brasil,FOB,USD,0.9281,17249.07663278267,KG,ECU01,2025-02-28,2025-03-26,2025-03-29,0.9979227784314345,3.873,17249.07663278267,0.9281,16008.868022885597,26,29,-6.99681177146633,Internacional,BRA,40,Bajo
45020250042,10,MAT012,Polipropileno (PP),Empaques,SUP015,Andina Ingredientes,Perú,CIF,PEN,4.4,15593.982699514509,KG,ARE01,2025-03-07,2025-04-11,2025-04-18,1.1501127646028928,3.935,15593.982699514509,1.1181702668360864,17436.727796153453,35,42,-2.777336166496279,Local,PER,45,Medio
45020250043,10,MAT003,Envase PET 1L,Empaques,SUP007,Danube Agro,Rumanía,FOB,PEN,5693.7,18.455312829334385,TM,LIM01,2025-07-22,2025-08-24,2025-08-24,1.608994531200444,3.711,18455.312829334387,1.5342764753435731,28315.55231915419,33,33,-4.643773139559701,Internacional,ROU,30,Bajo
45020250044,10,MAT006,Azúcar Refinada,Endulzantes,SUP015,Andina Ingredientes,Perú,CFR,USD,1.1329,22828.897656016274,KG,ARE01,2025-07-26,2025-08-08,2025-08-05,1.3771648857545247,3.707,22828.897656016274,1.1329,25862.85815450084,13,10,-17.736793050796976,Local,PER,45,Medio
45020250045,10,MAT009,Cartón Corrugado,Empaques,SUP013,Caspian Traders,Turquía,CIF,USD,1.3955,13892.019150009486,KG,ECU01,2025-05-17,2025-06-13,2025-06-12,1.4989087015294582,3.677,13892.019150009486,1.3955,19386.312723838237,27,26,-6.898932631716792,Internacional,TUR,60,Medio
45020250046,10,MAT003,Envase PET 1L,Empaques,SUP013,Caspian Traders,Turquía,CFR,USD,1.2716,13801.144935532042,KG,ECU01,2025-07-19,2025-08-02,2025-08-09,1.5717105656613757,3.512,13801.144935532042,1.2716,17549.535900022547,14,21,-19.094518559470846,Internacional,TUR,60,Medio
45020250047,10,MAT007,Sal Industrial,Minerales,SUP013,Caspian Traders,Turquía,FOB,USD,1320.6707,14.6834007014452,TM,ARE01,2025-05-09,2025-05-20,2025-05-18,1.1585708035884477,3.951,14683.4007014452,1.3206707,19391.937082758122,11,9,13.991367287133375,Internacional,TUR,60,Medio
45020250048,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP007,Danube Agro,Rumanía,DAP,USD,1.1232,16966.14888492414,KG,ECU01,2025-05-16,2025-06-17,2025-06-21,1.0345044111716564,3.719,16966.14888492414,1.1232,19056.37842754679,32,36,8.573727465104666,Internacional,ROU,30,Bajo
45020250049,10,MAT005,Harina de Trigo 000,Cereales,SUP006,Altai Oils,Kazajistán,CIF,USD,1.2798,20930.712510594156,KG,ARE01,2025-05-16,2025-05-24,2025-05-21,1.3027161505220217,3.889,20930.712510594156,1.2798,26787.1258710584,8,5,-1.7591054285186192,Internacional,KAZ,55,Medio
45020250050,10,MAT006,Azúcar Refinada,Endulzantes,SUP007,Danube Agro,Rumanía,CFR,PEN,4.83,14433.230010800966,KG,CHI01,2025-07-30,2025-09-12,2025-09-12,1.2373429717357523,3.648,14433.230010800966,1.3240131578947367,19109.78644522167,44,44,7.004540223589181,Internacional,ROU,30,Bajo
45020250051,10,MAT009,Cartón Corrugado,Empaques,SUP011,Pacifica Oils,Ecuador,FOB,USD,1281.4497,14.29298664587311,TM,ECU01,2025-02-11,2025-03-12,2025-03-13,1.2668888710202062,3.931,14292.98664587311,1.2814496999999998,18315.7434494581,29,30,1.149337508037938,Internacional,ECU,52,Medio
45020250052,10,MAT005,Harina de Trigo 000,Cereales,SUP015,Andina Ingredientes,Perú,FOB,USD,1299.7178,15.87850228082425,TM,ARE01,2025-05-03,2025-05-14,2025-05-21,1.5724824246545603,3.864,15878.50228082425,1.2997177999999998,20637.572051727875,11,18,-17.34611594876686,Local,PER,45,Medio
45020250053,10,MAT007,Sal Industrial,Minerales,SUP010,Litoral Químicos,Perú,FOB,PEN,4077.09,13.146448077634474,TM,CHI01,2025-01-27,2025-02-12,2025-02-17,1.0237981241963945,4.051,13146.448077634474,1.0064403850901011,13231.11626582146,16,21,-1.6954259532286096,Local,PER,45,Medio
45020250054,10,MAT010,Salsa Base Tomate,Ingredientes,SUP007,Danube Agro,Rumanía,DAP,USD,1604.0958,8.490327149182477,TM,ARE01,2025-07-03,2025-07-12,2025-07-14,1.6818545716570252,3.653,8490.327149182476,1.6040958,13619.298120629584,9,11,-4.623394493640098,Internacional,ROU,30,Bajo
45020250055,10,MAT009,Cartón Corrugado,Empaques,SUP001,AgroAndes SAC,Perú,DAP,PEN,5.66,10277.885607984543,KG,BOL01,2025-07-10,2025-08-18,2025-08-19,1.191212338346391,3.813,10277.885607984543,1.4843954891161815,15256.447034144378,39,40,24.612165382435457,Local,PER,45,Medio
45020250056,10,MAT011,Leche en Polvo,Lácteos,SUP002,Pacífico Trading,Perú,CFR,USD,888.0713,10.842386136668118,TM,CHI01,2025-06-07,2025-06-16,2025-06-18,0.8059080902884448,3.881,10842.386136668118,0.8880712999999999,9628.811951492831,9,11,10.195109182009556,Local,PER,45,Medio
45020250057,10,MAT005,Harina de Trigo 000,Cereales,SUP009,Carioca Foods,Brasil,CFR,PEN,4928.03,12.650673753902137,TM,ECU01,2025-06-03,2025-07-10,2025-07-09,1.2083060664995033,3.794,12650.673753902136,1.2989008961518185,16431.971475867773,37,36,7.497672333531429,Internacional,BRA,40,Bajo
45020250058,10,MAT003,Envase PET 1L,Empaques,SUP009,Carioca Foods,Brasil,CIF,PEN,5329.59,15.56937597071006,TM,ARE01,2025-04-25,2025-05-03,2025-05-06,1.5197524098090283,3.984,15569.37597071006,1.3377484939759037,20827.909256962004,8,11,-11.975892563710108,Internacional,BRA,40,Bajo
45020250059,10,MAT010,Salsa Base Tomate,Ingredientes,SUP010,Litoral Químicos,Perú,CFR,USD,1366.0468,18.75074131616167,TM,CHI01,2025-05-25,2025-06-29,2025-06-29,1.4679938749297519,3.662,18750.741316161668,1.3660468000000001,25614.390172570438,35,35,-6.94465260862415,Local,PER,45,Medio
45020250060,10,MAT004,Detergente Base LABSA,Químicos,SUP005,La Mancha Mills,España,DAP,PEN,3332.4,12.289980482370144,TM,ECU01,2025-08-28,2025-10-02,2025-09-29,1.0764891690355896,3.785,12289.980482370143,0.8804227212681638,10820.378060620942,35,32,-18.213508635955787,Internacional,ESP,20,Muy Bajo
45020250061,10,MAT011,Leche en Polvo,Lácteos,SUP008,SunCo BV,Países Bajos,FOB,USD,1577.9723,18.849479906373823,TM,ARE01,2025-05-01,2025-06-09,2025-06-11,1.4919313466948685,3.816,18849.47990637382,1.5779722999999999,29743.957161664483,39,41,5.7670852948924995,Internacional,NLD,12,Muy Bajo
45020250062,10,MAT009,Cartón Corrugado,Empaques,SUP005,La Mancha Mills,España,CIF,USD,1324.5571,28.173703772075,TM,BOL01,2025-09-03,2025-10-04,2025-10-07,1.3889780078248606,3.615,28173.703772075,1.3245571,37317.67936459873,31,34,-4.638007762681835,Internacional,ESP,20,Muy Bajo
45020250063,10,MAT005,Harina de Trigo 000,Cereales,SUP011,Pacifica Oils,Ecuador,FOB,USD,1.1391,22522.533592946133,KG,ARE01,2025-03-11,2025-04-07,2025-04-09,1.084732726048215,4.057,22522.533592946133,1.1391,25655.41801572494,27,29,5.012043303040213,Internacional,ECU,52,Medio
45020250064,10,MAT004,Detergente Base LABSA,Químicos,SUP001,AgroAndes SAC,Perú,DAP,PEN,4.31,15054.010424280075,KG,ECU01,2025-06-01,2025-06-10,2025-06-07,1.2358897257782233,3.699,15054.010424280075,1.1651797783184643,17540.62852896651,9,6,-5.72137998924086,Local,PER,45,Medio
45020250065,10,MAT011,Leche en Polvo,Lácteos,SUP015,Andina Ingredientes,Perú,DAP,PEN,3.78,14457.316836574217,KG,BOL01,2025-07-18,2025-08-09,2025-08-10,1.0535509326543067,3.78,14457.316836574217,1.0,14457.316836574217,22,23,-5.082899268988442,Local,PER,45,Medio
45020250066,10,MAT004,Detergente Base LABSA,Químicos,SUP007,Danube Agro,Rumanía,DAP,USD,1.2536,17801.645891161286,KG,ARE01,2025-02-21,2025-03-28,2025-03-25,1.1856197002725521,3.84,17801.645891161286,1.2536,22316.14328915979,35,32,5.733735675260835,Internacional,ROU,30,Bajo
45020250067,10,MAT003,Envase PET 1L,Empaques,SUP004,Granary Global,Estados Unidos,CIF,USD,1324.3691,19.849022436958727,TM,BOL01,2025-04-29,2025-05-21,2025-05-23,1.468569419729766,3.816,19849.022436958727,1.3243691,26287.431980714835,22,24,-9.819101350775822,Internacional,USA,15,Muy Bajo
45020250068,10,MAT002,Trigo Duro,Cereales,SUP015,Andina Ingredientes,Perú,CFR,PEN,4.37,5422.174177655029,KG,ECU01,2025-02-27,2025-03-07,2025-03-13,1.319583234892626,3.841,5422.174177655029,1.1377245508982035,6168.940681164403,8,14,-13.781524286281213,Local,PER,45,Medio
45020250069,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP013,Caspian Traders,Turquía,CIF,PEN,4123.04,12.897458282815546,TM,BOL01,2025-06-10,2025-06-21,2025-06-21,1.1165510150851978,3.69,12897.458282815545,1.1173550135501353,14411.03967435767,11,11,0.07200732022765272,Internacional,TUR,60,Medio
45020250070,10,MAT008,Aceite de Girasol Crudo,Oleaginosas,SUP012,Andes Packaging,Perú,CFR,USD,1235.7241,18.7643608357444,TM,ECU01,2025-02-20,2025-03-02,2025-03-03,1.4607935775056673,3.946,18764.360835744403,1.2357240999999999,23187.5729058255,10,11,-15.407343034049878,Local,PER,45,Medio
45020250071,10,MAT009,Cartón Corrugado,Empaques,SUP013,Caspian Traders,Turquía,DAP,PEN,5.01,9843.989657802074,KG,ECU01,2025-05-22,2025-06-16,2025-06-25,1.2522933120455322,4.051,9843.989657802074,1.236731671192298,12174.373780693257,25,34,-1.2426514382493474,Internacional,TUR,60,Medio
45020250072,10,MAT012,Polipropileno (PP),Empaques,SUP002,Pacífico Trading,Perú,CFR,PEN,4.43,27469.63502863995,KG,CHI01,2025-05-27,2025-06-26,2025-07-01,1.021193569711669,3.953,27469.63502863995,1.1206678472046547,30784.336751043506,30,35,9.740981577182477,Local,PER,45,Medio
45020250073,10,MAT009,Cartón Corrugado,Empaques,SUP006,Altai Oils,Kazajistán,CIF,USD,1.2909,17466.338969195494,KG,LIM01,2025-06-07,2025-07-17,2025-07-22,1.223116563933484,3.776,17466.338969195494,1.2909,22547.296975334462,40,45,5.541862326557631,Internacional,KAZ,55,Medio
45020250074,10,MAT012,Polipropileno (PP),Empaques,SUP007,Danube Agro,Rumanía,DAP,USD,1.6125,14160.629652868443,KG,ARE01,2025-04-21,2025-06-04,2025-06-07,1.5240160582642952,3.995,14160.629652868443,1.6125,22834.015315250366,44,47,5.805971745237342,Internacional,ROU,30,Bajo
45020250075,10,MAT006,Azúcar Refinada,Endulzantes,SUP007,Danube Agro,Rumanía,FOB,PEN,4158.15,9.77368609300763,TM,BOL01,2025-04-08,2025-04-29,2025-05-03,1.1080694641868245,4.001,9773.68609300763,1.039277680579855,10157.573813456553,21,25,-6.208255513787089,Internacional,ROU,30,Bajo
45020250076,10,MAT007,Sal Industrial,Minerales,SUP004,Granary Global,Estados Unidos,DAP,PEN,6.12,22154.59509412176,KG,ECU01,2025-01-31,2025-02-24,2025-02-25,1.5921173484412825,3.751,22154.59509412176,1.6315649160223942,36146.660084250914,24,25,2.4776796521771276,Internacional,USA,15,Muy Bajo
45020250077,10,MAT006,Azúcar Refinada,Endulzantes,SUP001,AgroAndes SAC,Perú,CIF,PEN,4719.33,14.69491324485796,TM,CHI01,2025-02-09,2025-03-17,2025-03-26,1.2815412991077437,3.812,14694.913244857958,1.238019412381952,18192.58786040281,36,45,-3.3960580713312454,Local,PER,45,Medio
45020250078,10,MAT004,Detergente Base LABSA,Químicos,SUP008,SunCo BV,Países Bajos,FOB,PEN,6772.91,11.082994730516898,TM,CHI01,2025-02-13,2025-03-14,2025-03-14,2.0148828072492058,3.771,11082.994730516897,1.7960514452399894,19905.62870333206,29,29,-10.860748884346938,Internacional,NLD,12,Muy Bajo
45020250079,10,MAT006,Azúcar Refinada,Endulzantes,SUP007,Danube Agro,Rumanía,CIF,PEN,4.74,22646.56739483648,KG,ECU01,2025-06-26,2025-07-24,2025-07-23,1.2661474142358053,3.543,22646.56739483648,1.3378492802709567,30297.693889789698,28,27,5.662995100647715,Internacional,ROU,30,Bajo
45020250080,10,MAT009,Cartón Corrugado,Empaques,SUP010,Litoral Químicos,Perú,FOB,USD,992.3324,5.524770750260595,TM,LIM01,2025-07-10,2025-07-29,2025-08-04,1.2792450585059718,3.508,5524.770750260595,0.9923324,5482.409018055897,19,25,-22.42827960117795,Local,PER,45,Medio
45020250081,10,MAT007,Sal Industrial,Minerales,SUP011,Pacifica Oils,Ecuador,FOB,USD,1390.328,10.843570820244619,TM,ARE01,2025-01-23,2025-02-03,2025-02-10,1.349102125551767,3.944,10843.570820244619,1.390328,15076.12013136906,11,18,3.0558008669189594,Internacional,ECU,52,Medio
45020250082,10,MAT007,Sal Industrial,Minerales,SUP005,La Mancha Mills,España,CFR,PEN,5.38,14990.40799995473,KG,CHI01,2025-05-19,2025-06-25,2025-06-22,1.3258667252041674,3.86,14990.40799995473,1.3937823834196892,20893.36659061048,37,34,5.122359353657029,Internacional,ESP,20,Muy Bajo
45020250083,10,MAT007,Sal Industrial,Minerales,SUP006,Altai Oils,Kazajistán,FOB,PEN,3870.6,13.337787328301149,TM,CHI01,2025-09-05,2025-09-29,2025-10-07,1.0456104004175086,3.552,13337.787328301149,1.0896959459459459,14534.13277953897,24,32,4.216249715078774,Internacional,KAZ,55,Medio
45020250084,10,MAT001,Aceite de Soya Crudo,Oleaginosas,SUP008,SunCo BV,Países Bajos,CIF,PEN,3.86,11684.131246816176,KG,BOL01,2025-03-25,2025-04-10,2025-04-15,1.0844387951688519,4.048,11684.131246816176,0.9535573122529644,11141.48878772491,16,21,-12.069052075503137,Internacional,NLD,12,Muy Bajo
